Date,Time,Day,Station,Code,Min Delay,Min Gap,Bound,Line,Vehicle,Month,Hour
2023-03-13T00:00:00Z,02:29:00,Monday,PIONEER VILLAGE STATIO,SUO,4,0,Invalid,YU,5731,March,2
2023-03-13T00:00:00Z,05:18:00,Monday,SPADINA YUS STATION,MUIS,0,0,Invalid,YU,Invalid,March,5
2023-03-13T00:00:00Z,05:36:00,Monday,KIPLING STATION,EUVA,7,14,E,BD,5235,March,5
2023-03-13T00:00:00Z,05:52:00,Monday,MC BRIEN,PUMO,0,0,Invalid,Invalid,Invalid,March,5
2023-03-13T00:00:00Z,06:08:00,Monday,VAUGHAN MC STATION,TUATC,4,6,S,YU,5666,March,6
2023-03-13T00:00:00Z,06:17:00,Monday,HIGHWAY 407 STATION,TUATC,5,7,S,YU,5666,March,6
2023-03-13T00:00:00Z,06:50:00,Monday,GREENWOOD YARD,MUSC,0,0,Invalid,BD,5247,March,6
2023-03-13T00:00:00Z,07:38:00,Monday,SHEPPARD STATION,MUTO,4,6,S,YU,5966,March,7
2023-03-13T00:00:00Z,08:30:00,Monday,KIPLING STATION,EUNT,3,6,E,BD,5283,March,8
2023-03-13T00:00:00Z,09:03:00,Monday,LAWRENCE STATION,SUDP,0,0,Invalid,YU,Invalid,March,9
2023-03-13T00:00:00Z,09:43:00,Monday,VAUGHAN MC STATION,MUIS,3,6,S,YU,5641,March,9
2023-03-13T00:00:00Z,10:28:00,Monday,FINCH STATION,SUDP,0,0,Invalid,YU,Invalid,March,10
2023-03-13T00:00:00Z,10:38:00,Monday,DUPONT STATION,MUO,0,0,S,YU,5861,March,10
2023-03-13T00:00:00Z,10:48:00,Monday,WARDEN STATION,PUMST,0,0,Invalid,BD,Invalid,March,10
2023-03-13T00:00:00Z,11:20:00,Monday,PAPE STATION,EUO,3,6,E,BD,5237,March,11
2023-03-13T00:00:00Z,11:33:00,Monday,ST CLAIR STATION,MUSAN,6,9,N,YU,5756,March,11
2023-03-13T00:00:00Z,11:46:00,Monday,YONGE BD STATION,SUDP,3,6,E,BD,5272,March,11
2023-03-13T00:00:00Z,13:06:00,Monday,COLLEGE STATION,SUDP,10,13,N,YU,5421,March,13
2023-03-13T00:00:00Z,13:07:00,Monday,COLLEGE STATION,SUO,0,0,S,YU,5551,March,13
2023-03-13T00:00:00Z,13:46:00,Monday,EGLINTON STATION,SUDP,0,0,Invalid,YU,Invalid,March,13
2023-03-13T00:00:00Z,14:02:00,Monday,DAVISVILLE STATION,EUDO,3,6,S,YU,5746,March,14
2023-03-13T00:00:00Z,14:39:00,Monday,KENNEDY BD STATION,MUIS,0,0,Invalid,BD,Invalid,March,14
2023-03-13T00:00:00Z,15:36:00,Monday,KENNEDY BD STATION,EUNT,4,7,W,BD,5153,March,15
2023-03-13T00:00:00Z,15:50:00,Monday,UNION STATION,SUDP,0,0,Invalid,YU,Invalid,March,15
2023-03-13T00:00:00Z,16:07:00,Monday,KEELE STATION,SUO,0,0,W,BD,5084,March,16
2023-03-13T00:00:00Z,16:38:00,Monday,WELLESLEY STATION,MUIS,0,0,Invalid,YU,Invalid,March,16
2023-03-13T00:00:00Z,16:56:00,Monday,SPADINA BD STATION,EUDO,3,6,W,BD,5325,March,16
2023-03-13T00:00:00Z,17:02:00,Monday,WELLESLEY STATION,MUIS,0,0,Invalid,YU,Invalid,March,17
2023-03-13T00:00:00Z,17:05:00,Monday,BATHURST STATION,EUCD,4,7,W,BD,5325,March,17
2023-03-13T00:00:00Z,17:08:00,Monday,UNION STATION,SUDP,0,0,Invalid,YU,Invalid,March,17
2023-03-13T00:00:00Z,17:13:00,Monday,MAIN STREET STATION,SUDP,0,0,Invalid,BD,Invalid,March,17
2023-03-13T00:00:00Z,17:19:00,Monday,DUNDAS STATION,SUUT,0,0,N,YU,5656,March,17
2023-03-13T00:00:00Z,17:26:00,Monday,UNION STATION,SUO,0,0,Invalid,YU,Invalid,March,17
2023-03-13T00:00:00Z,17:42:00,Monday,ST GEORGE BD STATION,SUO,0,0,W,BD,5084,March,17
2023-03-13T00:00:00Z,18:56:00,Monday,OSSINGTON STATION,SUO,0,0,Invalid,BD,Invalid,March,18
2023-03-13T00:00:00Z,19:30:00,Monday,HIGH PARK - KEELE,MUGD,0,0,Invalid,BD,Invalid,March,19
2023-03-13T00:00:00Z,19:47:00,Monday,SHERBOURNE STATION,PUMST,0,0,E,BD,Invalid,March,19
2023-03-13T00:00:00Z,20:34:00,Monday,BLOOR STATION,MUIS,0,0,S,YU,Invalid,March,20
2023-03-13T00:00:00Z,20:51:00,Monday,UNION STATION,SUAP,7,10,N,YU,5516,March,20
2023-03-13T00:00:00Z,20:55:00,Monday,SPADINA BD STATION,SUO,13,17,E,BD,5313,March,20
2023-03-13T00:00:00Z,21:57:00,Monday,ST CLAIR WEST STATION,MUPAA,5,9,S,YU,5996,March,21
2023-03-13T00:00:00Z,22:00:00,Monday,YONGE-UNIVERSITY AND B,MUO,0,0,Invalid,YU/BD,Invalid,March,22
2023-03-13T00:00:00Z,22:18:00,Monday,CHESTER CENTRE TRACK,PUSSW,146,150,W,BD,5051,March,22
2023-03-13T00:00:00Z,22:37:00,Monday,HIGH PARK STATION,SUDP,0,0,Invalid,BD,Invalid,March,22
2023-03-13T00:00:00Z,23:02:00,Monday,LAWRENCE WEST STATION,MUIS,0,0,Invalid,YU,Invalid,March,23
2023-03-13T00:00:00Z,23:07:00,Monday,OLD MILL STATION,SUUT,10,14,E,BD,5137,March,23
2023-03-13T00:00:00Z,23:20:00,Monday,FINCH STATION,SUDP,0,0,Invalid,YU,Invalid,March,23
2023-03-13T00:00:00Z,23:25:00,Monday,ST GEORGE BD STATION,SUO,10,15,E,BD,5154,March,23
2023-03-13T00:00:00Z,23:58:00,Monday,ROSEDALE STATION,MUIS,0,0,Invalid,YU,Invalid,March,23
2023-03-13T00:00:00Z,00:17:00,Monday,DUNDAS STATION,SUO,0,0,Invalid,YU,Invalid,March,0
2023-03-13T00:00:00Z,00:20:00,Monday,BLOOR STATION,MUIS,0,0,N,YU,Invalid,March,0
2023-03-13T00:00:00Z,00:36:00,Monday,UNION STATION,MUI,10,15,N,YU,5466,March,0
2023-03-13T00:00:00Z,00:40:00,Monday,DUPONT STATION,SUDP,0,0,S,YU,Invalid,March,0
2023-03-13T00:00:00Z,00:47:00,Monday,ST CLAIR WEST STATION,SUAP,0,0,Invalid,YU,Invalid,March,0
2023-03-13T00:00:00Z,01:01:00,Monday,DAVISVILLE STATION,SUO,0,0,Invalid,YU,Invalid,March,1
2023-03-13T00:00:00Z,01:04:00,Monday,ST GEORGE YUS STATION,SUO,0,0,Invalid,YU,Invalid,March,1
2023-03-13T00:00:00Z,01:25:00,Monday,UNION STATION,SUDP,0,0,N,YU,Invalid,March,1
2023-03-13T00:00:00Z,01:30:00,Monday,PAPE STATION,SUDP,0,0,Invalid,BD,Invalid,March,1
2023-03-13T00:00:00Z,01:50:00,Monday,RUNNYMEDE STATION,SUDP,0,0,Invalid,BD,Invalid,March,1
2023-03-13T00:00:00Z,01:54:00,Monday,UNION STATION,SUO,0,0,Invalid,YU,Invalid,March,1
2023-03-14T00:00:00Z,02:15:00,Tuesday,KENNEDY BD STATION,SUO,0,0,E,BD,5179,March,2
2023-03-14T00:00:00Z,06:07:00,Tuesday,MCCOWAN STATION,ERPR,5,10,S,SRT,3013,March,6
2023-03-14T00:00:00Z,06:45:00,Tuesday,MCCOWAN STATION,MRTO,7,12,S,SRT,3026,March,6
2023-03-14T00:00:00Z,02:18:00,Tuesday,QUEEN STATION,SUDP,0,0,Invalid,YU,Invalid,March,2
2023-03-14T00:00:00Z,02:30:00,Tuesday,FINCH STATION,SUDP,0,0,Invalid,YU,Invalid,March,2
2023-03-14T00:00:00Z,09:25:00,Tuesday,LAWRENCE EAST STATION,ERTB,0,0,S,SRT,3022,March,9
2023-03-14T00:00:00Z,03:04:00,Tuesday,BATHURST STATION,SUDP,0,0,W,BD,Invalid,March,3
2023-03-14T00:00:00Z,09:29:00,Tuesday,KENNEDY SRT STATION,ERTC,6,11,S,SRT,3022,March,9
2023-03-14T00:00:00Z,04:15:00,Tuesday,DAVISVILLE YARD,SUG,0,0,Invalid,YU,5701,March,4
2023-03-14T00:00:00Z,10:49:00,Tuesday,MIDLAND STATION,ERTB,31,36,S,SRT,3022,March,10
2023-03-14T00:00:00Z,05:38:00,Tuesday,FINCH STATION,MUO,4,9,S,YU,6101,March,5
2023-03-14T00:00:00Z,22:00:00,Tuesday,KENNEDY SRT STATION TO,MRO,0,0,B,SRT,Invalid,March,22
2023-03-14T00:00:00Z,05:51:00,Tuesday,DONLANDS STATION,PUTWZ,3,0,W,BD,5334,March,5
2023-03-14T00:00:00Z,07:55:00,Tuesday,EGLINTON STATION,SUDP,5,8,N,YU,5781,March,7
2023-03-14T00:00:00Z,07:59:00,Tuesday,WARDEN STATION,TUMVS,4,7,W,BD,5139,March,7
2023-03-14T00:00:00Z,07:59:00,Tuesday,KIPLING STATION,SUDP,3,6,W,BD,5330,March,7
2023-03-14T00:00:00Z,08:15:00,Tuesday,OSGOODE STATION,MUIS,0,0,Invalid,YU,Invalid,March,8
2023-03-14T00:00:00Z,08:18:00,Tuesday,JANE STATION,PUMST,0,0,Invalid,BD,Invalid,March,8
2023-03-14T00:00:00Z,08:30:00,Tuesday,FINCH STATION,MUSAN,5,8,S,YU,5796,March,8
2023-03-14T00:00:00Z,08:38:00,Tuesday,YORKDALE STATION,TUO,3,5,N,YU,5906,March,8
2023-03-14T00:00:00Z,08:47:00,Tuesday,COXWELL STATION,EUNT,3,6,W,BD,5334,March,8
2023-03-14T00:00:00Z,09:30:00,Tuesday,KIPLING STATION,MUIR,3,6,E,BD,5224,March,9
2023-03-14T00:00:00Z,09:47:00,Tuesday,SHEPPARD STATION,MUPAA,3,6,N,YU,5586,March,9
2023-03-14T00:00:00Z,10:10:00,Tuesday,YORK MILLS STATION,MUATC,9,12,S,YU,5771,March,10
2023-03-14T00:00:00Z,10:51:00,Tuesday,DUNDAS WEST STATION,MUSAN,3,6,W,BD,5323,March,10
2023-03-14T00:00:00Z,11:11:00,Tuesday,FINCH STATION,SUO,0,0,Invalid,YU,Invalid,March,11
2023-03-14T00:00:00Z,12:17:00,Tuesday,VICTORIA PARK STATION,TUMVS,4,7,W,BD,5067,March,12
2023-03-14T00:00:00Z,12:21:00,Tuesday,SHEPPARD WEST STATION,PUMST,0,0,Invalid,YU,Invalid,March,12
2023-03-14T00:00:00Z,12:44:00,Tuesday,DUNDAS WEST STATION,SUUT,16,19,E,BD,5048,March,12
2023-03-14T00:00:00Z,13:35:00,Tuesday,SUMMERHILL STATION,SUO,11,14,S,YU,5856,March,13
2023-03-14T00:00:00Z,13:48:00,Tuesday,YORK MILLS STATION,MUPAA,0,0,N,YU,5781,March,13
2023-03-14T00:00:00Z,13:52:00,Tuesday,COLLEGE STATION,MUPAA,3,6,N,YU,5541,March,13
2023-03-14T00:00:00Z,15:51:00,Tuesday,QUEEN'S PARK STATION,SUO,29,32,S,YU,5716,March,15
2023-03-14T00:00:00Z,16:01:00,Tuesday,ROYAL YORK STATION,EUBO,8,11,E,BD,5358,March,16
2023-03-14T00:00:00Z,16:15:00,Tuesday,BLOOR STATION,SUG,0,0,Invalid,YU,Invalid,March,16
2023-03-14T00:00:00Z,16:23:00,Tuesday,SHEPPARD WEST STATION,SUO,0,0,Invalid,YU,Invalid,March,16
2023-03-14T00:00:00Z,16:27:00,Tuesday,YORKDALE STATION,MUIS,0,0,Invalid,YU,Invalid,March,16
2023-03-14T00:00:00Z,16:37:00,Tuesday,WELLESLEY STATION,SUO,0,0,Invalid,YU,Invalid,March,16
2023-03-14T00:00:00Z,16:56:00,Tuesday,KIPLING STATION,MUO,3,6,E,BD,5084,March,16
2023-03-14T00:00:00Z,17:36:00,Tuesday,ROSEDALE STATION,MUPAA,0,0,N,YU,5526,March,17
2023-03-14T00:00:00Z,17:53:00,Tuesday,ISLINGTON STATION,MUNCA,0,0,Invalid,BD,Invalid,March,17
2023-03-14T00:00:00Z,17:55:00,Tuesday,ST GEORGE YUS STATION,SUDP,6,9,S,YU,5966,March,17
2023-03-14T00:00:00Z,18:17:00,Tuesday,LAWRENCE WEST STATION,MUPAA,4,7,N,YU,5991,March,18
2023-03-14T00:00:00Z,18:17:00,Tuesday,FINCH STATION,SUDP,0,0,Invalid,YU,Invalid,March,18
2023-03-14T00:00:00Z,18:33:00,Tuesday,BLOOR STATION,MUIS,0,0,S,YU,Invalid,March,18
2023-03-14T00:00:00Z,18:45:00,Tuesday,COLLEGE STATION,SUO,17,20,N,YU,5566,March,18
2023-03-14T00:00:00Z,19:11:00,Tuesday,MAIN STREET STATION,SUO,3,7,W,BD,5289,March,19
2023-03-14T00:00:00Z,19:41:00,Tuesday,DUNDAS WEST STATION,SUDP,0,0,W,BD,5289,March,19
2023-03-14T00:00:00Z,19:47:00,Tuesday,SHEPPARD STATION,SUUT,0,0,S,YU,Invalid,March,19
2023-03-14T00:00:00Z,19:49:00,Tuesday,NORTH YORK CTR STATION,PUOPO,3,6,S,YU,5476,March,19
2023-03-14T00:00:00Z,19:56:00,Tuesday,KIPLING STATION,SUDP,0,0,W,BD,Invalid,March,19
2023-03-14T00:00:00Z,20:36:00,Tuesday,KENNEDY BD STATION,TUO,4,8,E,BD,5240,March,20
2023-03-14T00:00:00Z,21:13:00,Tuesday,QUEEN'S PARK STATION,SUDP,0,0,S,YU,5775,March,21
2023-03-14T00:00:00Z,21:29:00,Tuesday,FINCH WEST STATION,PUMEL,0,0,Invalid,YU,Invalid,March,21
2023-03-14T00:00:00Z,21:30:00,Tuesday,LANSDOWNE STATION,SUUT,12,16,W,BD,5289,March,21
2023-03-14T00:00:00Z,22:00:00,Tuesday,YONGE-UNIVERSITY AND B,MUO,0,0,Invalid,YU/BD,Invalid,March,22
2023-03-14T00:00:00Z,22:01:00,Tuesday,KENNEDY BD STATION,SUDP,0,0,W,BD,5091,March,22
2023-03-14T00:00:00Z,22:23:00,Tuesday,ST GEORGE BD STATION,MUIS,0,0,W,BD,Invalid,March,22
2023-03-14T00:00:00Z,22:38:00,Tuesday,CASTLE FRANK STATION,SUDP,11,15,E,BD,5048,March,22
2023-03-14T00:00:00Z,22:49:00,Tuesday,EGLINTON STATION,PUMO,0,0,Invalid,YU,Invalid,March,22
2023-03-14T00:00:00Z,23:00:00,Tuesday,LAWRENCE TO ST CLAIR,MUO,0,0,B,YU,Invalid,March,23
2023-03-14T00:00:00Z,23:05:00,Tuesday,DUNDAS STATION,SUO,0,0,N,YU,Invalid,March,23
2023-03-14T00:00:00Z,23:21:00,Tuesday,RUNNYMEDE STATION,SUDP,0,0,W,BD,Invalid,March,23
2023-03-14T00:00:00Z,23:32:00,Tuesday,OSSINGTON STATION,SUDP,0,0,E,BD,6672,March,23
2023-03-14T00:00:00Z,23:49:00,Tuesday,VICTORIA PARK STATION,MUSAN,4,8,W,BD,5356,March,23
2023-03-14T00:00:00Z,00:08:00,Tuesday,YONGE UNIVERSITY SPADI,MUO,0,0,Invalid,BD/YU,Invalid,March,0
2023-03-14T00:00:00Z,00:16:00,Tuesday,YORK MILLS STATION,SUO,0,0,N,YU,Invalid,March,0
2023-03-14T00:00:00Z,00:18:00,Tuesday,KENNEDY BD STATION,SUG,4,8,E,BD,5020,March,0
2023-03-14T00:00:00Z,00:41:00,Tuesday,WELLESLEY STATION,MUIRS,0,0,Invalid,YU,Invalid,March,0
2023-03-14T00:00:00Z,01:15:00,Tuesday,UNION STATION,SUO,0,0,Invalid,YU,5926,March,1
2023-03-14T00:00:00Z,01:15:00,Tuesday,ISLINGTON STATION,SUO,0,0,E,BD,5084,March,1
2023-03-14T00:00:00Z,01:29:00,Tuesday,UNION STATION,SUAP,0,0,Invalid,YU,Invalid,March,1
2023-03-14T00:00:00Z,11:54:00,Tuesday,DON MILLS STATION,SUO,0,0,Invalid,SHP,Invalid,March,11
2023-03-14T00:00:00Z,16:50:00,Tuesday,BAYVIEW STATION,MUIS,0,0,Invalid,SHP,Invalid,March,16
2023-03-15T00:00:00Z,04:32:00,Wednesday,DAVISVILLE YARD,SUG,0,0,Invalid,YU,Invalid,March,4
2023-03-15T00:00:00Z,08:00:00,Wednesday,MIDLAND STATION,MRPLC,0,0,Invalid,SRT,Invalid,March,8
2023-03-15T00:00:00Z,22:00:00,Wednesday,KENNEDY SRT STATION TO,MRO,0,0,B,SRT,Invalid,March,22
2023-03-15T00:00:00Z,05:06:00,Wednesday,OSSINGTON STATION,PUTOE,0,0,E,BD,Invalid,March,5
2023-03-15T00:00:00Z,05:39:00,Wednesday,YORK MILLS STATION,EUVE,7,0,N,YU,5856,March,5
2023-03-15T00:00:00Z,05:52:00,Wednesday,WILSON STATION,PUTWZ,10,13,S,YU,5516,March,5
2023-03-15T00:00:00Z,05:54:00,Wednesday,ST GEORGE BD STATION,TUO,0,0,W,BD,5072,March,5
2023-03-15T00:00:00Z,06:20:00,Wednesday,DONLANDS STATION,PUSTS,3,6,W,BD,5043,March,6
2023-03-15T00:00:00Z,07:01:00,Wednesday,EGLINTON STATION,MUIR,3,6,N,YU,5806,March,7
2023-03-15T00:00:00Z,07:03:00,Wednesday,CHESTER STATION,SUDP,0,0,E,BD,5145,March,7
2023-03-15T00:00:00Z,07:07:00,Wednesday,LAWRENCE STATION,TUO,5,8,N,YU,5806,March,7
2023-03-15T00:00:00Z,07:41:00,Wednesday,KIPLING STATION,MUTO,3,6,E,BD,5279,March,7
2023-03-15T00:00:00Z,08:14:00,Wednesday,DUPONT STATION,MUIS,0,0,Invalid,YU,Invalid,March,8
2023-03-15T00:00:00Z,08:20:00,Wednesday,PAPE STATION,MUIS,0,0,Invalid,BD,Invalid,March,8
2023-03-15T00:00:00Z,08:47:00,Wednesday,ST GEORGE YUS STATION,MUPAA,5,7,S,YU,5651,March,8
2023-03-15T00:00:00Z,09:21:00,Wednesday,UNION STATION,MUIE,0,0,Invalid,YU,Invalid,March,9
2023-03-15T00:00:00Z,09:28:00,Wednesday,VAUGHAN MC STATION,MUSAN,3,5,S,YU,6061,March,9
2023-03-15T00:00:00Z,10:26:00,Wednesday,UNION STATION,MUATC,12,15,N,YU,5461,March,10
2023-03-15T00:00:00Z,11:20:00,Wednesday,VAUGHAN MC STATION,TUATC,3,6,Invalid,YU,5886,March,11
2023-03-15T00:00:00Z,11:43:00,Wednesday,VAUGHAN MC STATION,MUPAA,0,0,N,YU,5816,March,11
2023-03-15T00:00:00Z,11:59:00,Wednesday,QUEEN STATION,SUAP,3,6,S,YU,5951,March,11
2023-03-15T00:00:00Z,12:04:00,Wednesday,CASTLE FRANK STATION,SUDP,4,7,E,BD,5067,March,12
2023-03-15T00:00:00Z,12:06:00,Wednesday,FINCH STATION,MUO,0,0,Invalid,YU,Invalid,March,12
2023-03-15T00:00:00Z,13:01:00,Wednesday,ISLINGTON STATION,SUO,0,0,W,BD,5277,March,13
2023-03-15T00:00:00Z,13:45:00,Wednesday,DUPONT STATION,MUPAA,3,6,N,YU,5711,March,13
2023-03-15T00:00:00Z,14:00:00,Wednesday,GREENWOOD STATION,SUDP,4,7,E,BD,5067,March,14
2023-03-15T00:00:00Z,14:10:00,Wednesday,LANSDOWNE STATION,MUSAN,3,6,E,BD,5096,March,14
2023-03-15T00:00:00Z,14:14:00,Wednesday,SPADINA BD STATION,MUNCA,0,0,Invalid,BD,Invalid,March,14
2023-03-15T00:00:00Z,14:44:00,Wednesday,ST GEORGE YUS STATION,EUDO,7,10,S,YU,5871,March,14
2023-03-15T00:00:00Z,14:55:00,Wednesday,SUMMERHILL STATION,PUEME,0,0,N,YU,5056,March,14
2023-03-15T00:00:00Z,14:59:00,Wednesday,OSGOODE STATION,MUIS,0,0,Invalid,YU,Invalid,March,14
2023-03-15T00:00:00Z,14:59:00,Wednesday,SUMMERHILL STATION,PUOPO,4,7,S,YU,5726,March,14
2023-03-15T00:00:00Z,15:01:00,Wednesday,ST PATRICK STATION,SUAP,0,0,Invalid,YU,Invalid,March,15
2023-03-15T00:00:00Z,15:09:00,Wednesday,DUNDAS STATION,MUPAA,3,6,S,YU,8726,March,15
2023-03-15T00:00:00Z,15:41:00,Wednesday,YORKDALE STATION,MUIS,0,0,Invalid,YU,Invalid,March,15
2023-03-15T00:00:00Z,15:47:00,Wednesday,GREENWOOD STATION,TUDOE,41,44,W,BD,5371,March,15
2023-03-15T00:00:00Z,15:52:00,Wednesday,GREENWOOD CARHOUSE,MUODC,0,0,Invalid,BD,5160,March,15
2023-03-15T00:00:00Z,16:28:00,Wednesday,VAUGHAN MC STATION,TUNIP,4,7,S,YU,5946,March,16
2023-03-15T00:00:00Z,16:57:00,Wednesday,SHEPPARD STATION,MUIRS,0,0,S,YU,Invalid,March,16
2023-03-15T00:00:00Z,16:59:00,Wednesday,KING STATION,SUDP,0,0,N,YU,5641,March,16
2023-03-15T00:00:00Z,17:15:00,Wednesday,COLLEGE STATION,MUPAA,3,6,N,YU,5416,March,17
2023-03-15T00:00:00Z,17:46:00,Wednesday,NORTH YORK CTR STATION,MUD,9,11,S,YU,5786,March,17
2023-03-15T00:00:00Z,17:59:00,Wednesday,OSGOODE STATION,MUIRS,0,0,Invalid,YU,Invalid,March,17
2023-03-15T00:00:00Z,18:19:00,Wednesday,LAWRENCE WEST STATION,MUIS,0,0,Invalid,YU,Invalid,March,18
2023-03-15T00:00:00Z,18:23:00,Wednesday,KIPLING STATION,PUMEL,0,0,W,BD,5114,March,18
2023-03-15T00:00:00Z,18:24:00,Wednesday,SPADINA YUS STATION,SUDP,0,0,N,YU,5991,March,18
2023-03-15T00:00:00Z,18:24:00,Wednesday,SPADINA BD STATION,SUO,0,0,E,BD,5137,March,18
2023-03-15T00:00:00Z,18:31:00,Wednesday,MAIN STREET STATION,SUAP,0,0,Invalid,BD,5076,March,18
2023-03-15T00:00:00Z,18:40:00,Wednesday,KIPLING STATION,MUIS,0,0,Invalid,BD,Invalid,March,18
2023-03-15T00:00:00Z,18:42:00,Wednesday,RUNNYMEDE STATION,MUIE,0,0,Invalid,BD,Invalid,March,18
2023-03-15T00:00:00Z,19:00:00,Wednesday,KENNEDY BD STATION,SUDP,0,0,Invalid,BD,Invalid,March,19
2023-03-15T00:00:00Z,19:08:00,Wednesday,KENNEDY BD STATION,SUAP,0,0,Invalid,BD,Invalid,March,19
2023-03-15T00:00:00Z,19:34:00,Wednesday,BLOOR STATION,MUIRS,0,0,N,YU,Invalid,March,19
2023-03-15T00:00:00Z,19:42:00,Wednesday,KIPLING STATION,MUTO,4,9,E,BD,5330,March,19
2023-03-15T00:00:00Z,20:10:00,Wednesday,DUNDAS STATION,PUOPO,0,0,N,YU,6111,March,20
2023-03-15T00:00:00Z,20:17:00,Wednesday,DUNDAS STATION,SUUT,0,0,S,YU,Invalid,March,20
2023-03-15T00:00:00Z,20:27:00,Wednesday,KENNEDY BD STATION,SUDP,0,0,E,BD,5209,March,20
2023-03-15T00:00:00Z,20:37:00,Wednesday,EGLINTON WEST STATION,MUI,9,12,S,YU,5736,March,20
2023-03-15T00:00:00Z,20:59:00,Wednesday,FINCH STATION,TUNIP,9,12,S,YU,5846,March,20
2023-03-15T00:00:00Z,21:30:00,Wednesday,FINCH STATION,TUNIP,9,12,S,YU,5711,March,21
2023-03-15T00:00:00Z,21:45:00,Wednesday,UNION STATION,MUIRS,0,0,Invalid,YU,Invalid,March,21
2023-03-15T00:00:00Z,22:15:00,Wednesday,FINCH STATION,MUIS,0,0,Invalid,YU,Invalid,March,22
2023-03-15T00:00:00Z,22:17:00,Wednesday,DUPONT STATION,EUDO,4,10,N,YU,6131,March,22
2023-03-15T00:00:00Z,22:22:00,Wednesday,ST ANDREW STATION,PUOPO,0,0,N,YU,5751,March,22
2023-03-15T00:00:00Z,22:32:00,Wednesday,CASTLE FRANK STATION,MUSAN,3,7,E,BD,5284,March,22
2023-03-15T00:00:00Z,22:38:00,Wednesday,DUNDAS STATION,MUIRS,0,0,S,YU,Invalid,March,22
2023-03-15T00:00:00Z,22:42:00,Wednesday,UNION STATION,MUIRS,0,0,Invalid,YU,Invalid,March,22
2023-03-15T00:00:00Z,23:01:00,Wednesday,YORKDALE STATION,PUOPO,3,8,S,YU,5531,March,23
2023-03-15T00:00:00Z,23:05:00,Wednesday,GREENWOOD YARD,SUG,0,0,Invalid,Invalid,Invalid,March,23
2023-03-15T00:00:00Z,23:18:00,Wednesday,DUPONT STATION,MUIS,0,0,Invalid,YU,Invalid,March,23
2023-03-15T00:00:00Z,23:36:00,Wednesday,OSSINGTON STATION,SUDP,23,27,E,BD,5330,March,23
2023-03-15T00:00:00Z,23:39:00,Wednesday,QUEEN'S PARK STATION,MUIRS,0,0,E,YU,Invalid,March,23
2023-03-15T00:00:00Z,23:43:00,Wednesday,GLENCAIRN STATION,PUSCR,6,10,S,YU,5531,March,23
2023-03-15T00:00:00Z,23:51:00,Wednesday,SHEPPARD WEST STATION,MUIS,0,0,Invalid,YU,Invalid,March,23
2023-03-15T00:00:00Z,00:05:00,Wednesday,WARDEN STATION,SUO,0,0,Invalid,BD,Invalid,March,0
2023-03-15T00:00:00Z,00:16:00,Wednesday,SPADINA BD STATION,SUAE,0,0,Invalid,BD,Invalid,March,0
2023-03-15T00:00:00Z,00:42:00,Wednesday,KENNEDY BD STATION,SUO,9,15,N,BD,3007,March,0
2023-03-15T00:00:00Z,00:54:00,Wednesday,WARDEN STATION,MUDD,3,7,W,YU,5114,March,0
2023-03-15T00:00:00Z,01:02:00,Wednesday,DUNDAS STATION,MUIS,0,0,S,YU,Invalid,March,1
2023-03-15T00:00:00Z,01:17:00,Wednesday,DUNDAS STATION,SUAP,0,0,S,YU,Invalid,March,1
2023-03-15T00:00:00Z,01:27:00,Wednesday,QUEEN STATION,SUO,0,0,Invalid,YU,Invalid,March,1
2023-03-15T00:00:00Z,01:43:00,Wednesday,DUNDAS STATION,MUIRS,0,0,Invalid,YU,Invalid,March,1
2023-03-15T00:00:00Z,01:47:00,Wednesday,DUNDAS STATION,SUO,0,0,Invalid,YU,Invalid,March,1
2023-03-15T00:00:00Z,01:50:00,Wednesday,FINCH STATION,MUIRS,0,0,Invalid,YU,Invalid,March,1
2023-03-15T00:00:00Z,01:52:00,Wednesday,DUNDAS WEST STATION,MUIRS,0,0,Invalid,BD,Invalid,March,1
2023-03-15T00:00:00Z,01:59:00,Wednesday,KIPLING STATION,TUMVS,0,0,W,BD,5323,March,1
2023-03-15T00:00:00Z,14:19:00,Wednesday,DON MILLS STATION,MUIS,0,0,Invalid,SHP,Invalid,March,14
2023-03-16T00:00:00Z,02:04:00,Thursday,BATHURST STATION,MUIRS,0,0,Invalid,BD,Invalid,March,2
2023-03-16T00:00:00Z,06:04:00,Thursday,KENNEDY SRT STATION,ERDB,5,10,N,SRT,3004,March,6
2023-03-16T00:00:00Z,18:12:00,Thursday,KENNEDY SRT STATION,ERTC,18,23,N,SRT,3011,March,18
2023-03-16T00:00:00Z,02:35:00,Thursday,KIPLING STATION,SUDP,0,0,Invalid,BD,Invalid,March,2
2023-03-16T00:00:00Z,02:39:00,Thursday,KENNEDY BD STATION,MUIS,0,0,Invalid,BD,Invalid,March,2
2023-03-16T00:00:00Z,20:02:00,Thursday,MCCOWAN STATION,MRPAA,0,0,S,SRT,3013,March,20
2023-03-16T00:00:00Z,22:00:00,Thursday,KENNEDY SRT STATION TO,MRO,0,0,Invalid,SRT,Invalid,March,22
2023-03-16T00:00:00Z,02:48:00,Thursday,UNION STATION,MUIS,0,0,Invalid,YU,Invalid,March,2
2023-03-16T00:00:00Z,03:26:00,Thursday,YONGE UNIVERSITY SPADI,MUO,0,0,Invalid,YU/BD,Invalid,March,3
